grid,grouping,state,uni_name,year,Women Above Senior Lecturer,Women Senior lecturer (Level C),Women Lecturer (Level B),Women Below lecturer (Level A),Total women academic,Women non-academic,Total women staff,% Women above senior lecturer,% Women Senior lecturer (Level C),% Women Lecturer (Level B),% Women below lecturer (Level A),% women academics,% women non-academic,Total % women staff,All staff above Senior Lecturer,All staff Senior lecturer (Level C),All staff Lecturer (Level B),All staff Below lecturer (Level A),Total All staff academic,All staff Non-academic,Total staff,Women % all Above Senior Lecturer,Women % all Senior lecturer (Level C),Women % all Lecturer (Level B),Women % all Below lecturer (Level A),Women % all staff tacademic,Women % all Non academic,% Men,
grid.411958.0,,AU,Australian Catholic University,2000,23,53,126,16,218,298,516,37.7,47.75,63,72.73,55.33,71.63,63.7,61,111,200,22,394,416,810,2.84,6.54,15.56,1.98,26.91,36.79,36.3,100
grid.411958.0,,AU,Australian Catholic University,2001,28,48,122,18,216,304,520,43.08,46.15,61.93,72,55.24,72.21,64.04,65,104,197,25,391,421,812,3.45,5.91,15.02,2.22,26.6,37.44,35.96,100
grid.411958.0,,AU,Australian Catholic University,2002,20,45,134,16,215,330,545,38.46,42.06,63.51,66.67,54.57,69.92,62.93,52,107,211,24,394,472,866,2.31,5.2,15.47,1.85,24.83,38.11,37.07,100.01
grid.411958.0,,AU,Australian Catholic University,2003,23,45,147,23,238,360,598,40.35,42.06,63.64,76.67,56,71.86,64.58,57,107,231,30,425,501,926,2.48,4.86,15.87,2.48,25.69,38.88,35.42,99.99
grid.411958.0,,AU,Australian Catholic University,2004,22,51,124,20,217,371,588,39.29,44.74,60.78,80,54.39,72.32,64.47,56,114,204,25,399,513,912,2.41,5.59,13.6,2.19,23.79,40.68,35.53,100
grid.411958.0,,AU,Australian Catholic University,2005,28,50,147,25,250,373,623,44.44,47.17,63.64,78.13,57.87,71.05,65.1,63,106,231,32,432,525,957,2.93,5.22,15.36,2.61,26.12,38.98,34.9,100
grid.411958.0,,AU,Australian Catholic University,2006,40,43,140,21,244,396,640,47.62,47.25,63.35,60,56.61,71.61,65.04,84,91,221,35,431,553,984,4.07,4.37,14.23,2.13,24.8,40.24,34.96,100
grid.411958.0,,AU,Australian Catholic University,2007,37,59,158,19,273,407,680,45.12,52.68,67.23,52.78,58.71,71.03,65.51,82,112,235,36,465,573,"1,038",3.56,5.68,15.22,1.83,26.29,39.21,34.49,99.99
grid.411958.0,,AU,Australian Catholic University,2008,40,62,161,16,279,438,717,43.48,56.88,65.98,47.06,58.25,70.76,65.3,92,109,244,34,479,619,"1,098",3.64,5.65,14.66,1.46,25.41,39.89,34.7,100
grid.411958.0,,AU,Australian Catholic University,2009,40,69,168,23,300,495,795,43.48,56.56,68.57,63.89,60.61,71.84,67.15,92,122,245,36,495,689,"1,184",3.38,5.83,14.19,1.94,25.34,41.81,32.85,100
grid.411958.0,,AU,Australian Catholic University,2010,61,76,192,21,350,508,858,53.51,60.32,70.85,53.85,63.64,71.05,67.83,114,126,271,39,550,715,"1,265",4.82,6.01,15.18,1.66,27.67,40.16,32.17,100
grid.411958.0,,AU,Australian Catholic University,2011,75,86,195,21,377,566,943,53.96,63.7,68.18,65.63,63.68,72.29,68.58,139,135,286,32,592,783,"1,375",5.45,6.25,14.18,1.53,27.41,41.16,31.42,99.99
grid.411958.0,,AU,Australian Catholic University,2012,76,97,200,26,399,634,"1,033",52.78,65.99,70.67,78.79,65.73,72.37,69.66,144,147,283,33,607,876,"1,483",5.12,6.54,13.49,1.75,26.9,42.75,30.34,99.99
grid.411958.0,,AU,Australian Catholic University,2013,80,105,210,28,423,694,"1,117",54.05,63.25,69.31,75.68,64.68,73.83,70.08,148,166,303,37,654,940,"1,594",5.02,6.59,13.17,1.76,26.54,43.54,29.92,100
grid.411958.0,,AU,Australian Catholic University,2014,89,114,237,20,460,747,"1,207",44.95,63.69,70.54,57.14,61.5,73.24,68.27,198,179,336,35,748,"1,020","1,768",5.03,6.45,13.4,1.13,26.01,42.25,31.73,99.99
grid.411958.0,,AU,Australian Catholic University,2015,100,117,256,25,498,835,"1,333",47.85,66.48,69,62.5,62.56,72.67,68.53,209,176,371,40,796,"1,149","1,945",5.14,6.02,13.16,1.29,25.61,42.93,31.47,100.01
grid.411958.0,,AU,Australian Catholic University,2016,106,121,288,18,533,883,"1,416",47.32,70.35,70.07,69.23,63.99,72.44,69.01,224,172,411,26,833,"1,219","2,052",5.17,5.9,14.04,0.88,25.99,43.03,30.99,100.01
grid.411958.0,,AU,Australian Catholic University,2017,108,123,272,17,520,915,"1,435",45,67.21,66.83,56.67,60.47,71.43,67.02,240,183,407,30,860,"1,281","2,141",5.04,5.74,12.7,0.79,24.27,42.74,32.98,99.99
grid.411958.0,,AU,Australian Catholic University,2018,102,116,282,7,507,838,"1,345",44.54,61.38,69.46,33.33,60,70.48,66.13,229,189,406,21,845,"1,189","2,034",5.01,5.7,13.86,0.34,24.91,41.2,33.87,99.98
grid.97008.36,,ACT,Australian Defence Force Academy,2000,1,3,14,6,24,140,164,2.22,5.36,16.28,33.33,11.71,49.65,33.68,45,56,86,18,205,282,487,0.21,0.62,2.87,1.23,4.93,28.75,66.32,100
grid.97008.36,,ACT,Australian Defence Force Academy,2001,3,3,12,7,25,121,146,6.25,5.36,17.39,38.89,13.09,48.79,33.26,48,56,69,18,191,248,439,0.68,0.68,2.73,1.59,5.68,27.56,66.74,99.98
grid.97008.36,,ACT,Australian Defence Force Academy,2002,,4,25,5,34,121,155,0,6.45,24.75,35.71,15.18,47.45,32.36,47,62,101,14,224,255,479,0,0.84,5.22,1.04,7.1,25.26,67.64,100
grid.97008.36,,ACT,Australian Defence Force Academy,2003,,5,26,7,38,107,145,0,7.58,23.85,38.89,16.31,43.85,30.4,40,66,109,18,233,244,477,0,1.05,5.45,1.47,7.97,22.43,69.6,100
grid.97008.36,,ACT,Australian Defence Force Academy,2004,4,6,21,4,35,99,134,8.33,9.23,20,28.57,15.09,44.39,29.45,48,65,105,14,232,223,455,0.88,1.32,4.62,0.88,7.7,21.76,70.55,100.01
grid.97008.36,,ACT,Australian Defence Force Academy,2005,3,7,23,8,41,110,151,7.69,10.45,20,44.44,17.15,47.41,32.06,39,67,115,18,239,232,471,0.64,1.49,4.88,1.7,8.71,23.35,67.94,100
grid.97008.36,,ACT,Australian Defence Force Academy,2006,3,6,27,10,46,114,160,6.98,8.57,26.47,47.62,19.49,48.51,33.97,43,70,102,21,236,235,471,0.64,1.27,5.73,2.12,9.76,24.2,66.03,99.99
grid.454236.2,,TAS,Australian Maritime College,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.454236.2,,TAS,Australian Maritime College,2001,,,3,,3,46,49,0,0,8.57,0,4.11,42.99,27.22,3,16,35,19,73,107,180,0,0,1.67,0,1.67,25.56,72.78,100.01
grid.454236.2,,TAS,Australian Maritime College,2002,,,3,,3,50,53,0,0,7.69,0,3.85,48.08,29.12,5,18,39,16,78,104,182,0,0,1.65,0,1.65,27.47,70.88,100
grid.454236.2,,TAS,Australian Maritime College,2003,,,5,,5,47,52,0,0,13.16,0,6.25,43.93,27.81,6,22,38,14,80,107,187,0,0,2.67,0,2.67,25.13,72.19,99.99
grid.454236.2,,TAS,Australian Maritime College,2004,,4,9,9,22,35,57,0,21.05,19.15,52.94,24.72,33.02,29.23,6,19,47,17,89,106,195,0,2.05,4.62,4.62,11.29,17.95,70.77,100.01
grid.454236.2,,TAS,Australian Maritime College,2005,,2,8,,10,49,59,0,10,20.51,0,12.35,47.12,31.89,7,20,39,15,81,104,185,0,1.08,4.32,0,5.4,26.49,68.11,100
grid.454236.2,,TAS,Australian Maritime College,2006,,5,7,,12,50,62,0,20.83,20,0,15.79,47.17,34.07,4,24,35,13,76,106,182,0,2.75,3.85,0,6.6,27.47,65.93,100
grid.454236.2,,TAS,Australian Maritime College,2007,,3,8,,11,50,61,0,15.79,21.05,0,15.07,47.62,34.27,3,19,38,13,73,105,178,0,1.69,4.49,0,6.18,28.09,65.73,100
grid.462044.0,,NSW,Avondale College of Higher Education,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.462044.0,,NSW,Avondale College of Higher Education,2001,,7,13,,20,44,64,0,17.95,50,#DIV/0!,29.41,67.69,48.12,3,39,26,,68,65,133,0,5.26,9.77,0,15.03,33.08,51.88,99.99
grid.462044.0,,NSW,Avondale College of Higher Education,2002,,6,11,,17,38,55,0,17.65,50,#DIV/0!,28.81,57.58,44,3,34,22,,59,66,125,0,4.8,8.8,0,13.6,30.4,56,100
grid.462044.0,,NSW,Avondale College of Higher Education,2003,,6,15,,21,41,62,0,16.67,55.56,#DIV/0!,31.82,59.42,45.93,3,36,27,,66,69,135,0,4.44,11.11,0,15.55,30.37,54.07,99.99
grid.462044.0,,NSW,Avondale College of Higher Education,2004,,6,15,,21,46,67,0,15.79,53.57,#DIV/0!,30.43,60.53,46.21,3,38,28,,69,76,145,0,4.14,10.34,0,14.48,31.72,53.79,99.99
grid.462044.0,,NSW,Avondale College of Higher Education,2005,,4,17,,21,42,63,#DIV/0!,11.76,56.67,#DIV/0!,32.81,56,45.32,,34,30,,64,75,139,0,2.88,12.23,0,15.11,30.22,54.68,100.01
grid.462044.0,,NSW,Avondale College of Higher Education,2006,3,5,16,4,28,44,72,50,16.13,57.14,100,40.58,59.46,50.35,6,31,28,4,69,74,143,2.1,3.5,11.19,2.8,19.59,30.77,49.65,100.01
grid.462044.0,,NSW,Avondale College of Higher Education,2007,3,5,17,7,32,52,84,42.86,16.13,56.67,70,41.03,59.09,50.6,7,31,30,10,78,88,166,1.81,3.01,10.24,4.22,19.28,31.33,49.4,100.01
grid.462044.0,,NSW,Avondale College of Higher Education,2008,2,8,19,2,31,59,90,100,20.51,70.37,100,44.29,59,52.94,2,39,27,2,70,100,170,1.18,4.71,11.18,1.18,18.25,34.71,47.06,
grid.462044.0,,NSW,Avondale College of Higher Education,2009,3,9,17,1,30,58,88,75,25,60.71,100,43.48,65.91,56.05,4,36,28,1,69,88,157,1.91,5.73,10.83,0.64,19.11,36.94,43.95,
grid.462044.0,,NSW,Avondale College of Higher Education,2010,,11,19,4,34,59,93,0,30.56,61.29,100,45.95,64.13,56.02,3,36,31,4,74,92,166,0,6.63,11.45,2.41,20.49,35.54,43.98,
grid.462044.0,,NSW,Avondale College of Higher Education,2011,3,9,15,4,31,60,91,30,25.71,57.69,66.67,40.26,66.67,54.49,10,35,26,6,77,90,167,1.8,5.39,8.98,2.4,18.57,35.93,45.51,
grid.462044.0,,NSW,Avondale College of Higher Education,2012,2,11,19,6,38,60,98,20,31.43,65.52,100,47.5,62.5,55.68,10,35,29,6,80,96,176,1.14,6.25,10.8,3.41,21.6,34.09,44.32,
grid.462044.0,,NSW,Avondale College of Higher Education,2013,,6,20,5,31,66,97,0,18.75,68.97,100,42.47,64.71,55.43,7,32,29,5,73,102,175,0,3.43,11.43,2.86,17.72,37.71,44.57,
grid.462044.0,,NSW,Avondale College of Higher Education,2014,5,6,22,8,41,71,112,41.67,23.08,66.67,100,51.9,67.62,60.87,12,26,33,8,79,105,184,2.72,3.26,11.96,4.35,22.29,38.59,39.13,
grid.462044.0,,NSW,Avondale College of Higher Education,2015,3,6,21,2,32,71,103,27.27,21.43,61.76,100,42.67,66.98,56.91,11,28,34,2,75,106,181,1.66,3.31,11.6,1.1,17.67,39.23,43.09,
grid.462044.0,,NSW,Avondale College of Higher Education,2016,2,5,19,5,31,63,94,20,21.74,57.58,100,43.66,63,54.97,10,23,33,5,71,100,171,1.17,2.92,11.11,2.92,18.12,36.84,45.03,
grid.462044.0,,NSW,Avondale College of Higher Education,2017,8,5,21,3,37,66,103,50,19.23,63.64,100,47.44,62.86,56.28,16,26,33,3,78,105,183,4.37,2.73,11.48,1.64,20.22,36.07,43.72,
grid.462044.0,,NSW,Avondale College of Higher Education,2018,1,5,20,5,31,64,95,14.29,20.83,68.97,100,47.69,62.75,56.89,7,24,29,5,65,102,167,0.6,2.99,11.98,2.99,18.56,38.32,43.11,
grid.431331.7,,NT,Batchelor Institute of Indigenous Tertiary Education,2000,4,9,14,8,35,27,62,8,12,27,11,46,58,104,50,75,51.85,72.73,60.34,58.7,59.62,3.85,8.65,13.46,7.69,33.65,25.96,40.38,
grid.431331.7,,NT,Batchelor Institute of Indigenous Tertiary Education,2001,3,6,14,7,30,28,58,50,60,53.85,63.64,56.6,59.57,58,6,10,26,11,53,47,100,3,6,14,7,30,28,42,
grid.431331.7,,NT,Batchelor Institute of Indigenous Tertiary Education,2002,6,8,11,7,32,28,60,50,80,42.31,63.64,54.24,59.57,56.6,12,10,26,11,59,47,106,5.66,7.55,10.38,6.6,30.19,26.42,43.4,
grid.431331.7,,NT,Batchelor Institute of Indigenous Tertiary Education,2003,6,8,12,5,31,28,59,75,72.73,50,55.56,59.62,59.57,59.6,8,11,24,9,52,47,99,6.06,8.08,12.12,5.05,31.31,28.28,40.4,
grid.431331.7,,NT,Batchelor Institute of Indigenous Tertiary Education,2004,9,9,12,5,35,29,64,100,60,48,55.56,60.34,60.42,60.38,9,15,25,9,58,48,106,8.49,8.49,11.32,4.72,33.02,27.36,39.62,
grid.431331.7,,NT,Batchelor Institute of Indigenous Tertiary Education,2005,6,8,12,5,31,28,59,100,61.54,50,55.56,59.62,62.22,60.82,6,13,24,9,52,45,97,6.19,8.25,12.37,5.15,31.96,28.87,39.18,
grid.431331.7,,NT,Batchelor Institute of Indigenous Tertiary Education,2006,3,3,11,6,23,23,46,100,100,61.11,54.55,65.71,79.31,71.88,3,3,18,11,35,29,64,4.69,4.69,17.19,9.38,35.95,35.94,28.13,
grid.431331.7,,NT,Batchelor Institute of Indigenous Tertiary Education,2007,6,6,7,4,23,20,43,66.67,50,70,66.67,62.16,80,69.35,9,12,10,6,37,25,62,9.68,9.68,11.29,6.45,37.1,32.26,30.65,
grid.431331.7,,NT,Batchelor Institute of Indigenous Tertiary Education,2008,6,8,35,14,63,117,180,60,61.54,63.64,93.33,67.74,71.78,70.31,10,13,55,15,93,163,256,2.34,3.13,13.67,5.47,24.61,45.7,29.69,
grid.431331.7,,NT,Batchelor Institute of Indigenous Tertiary Education,2009,,,,,0,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,0,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,
grid.431331.7,,NT,Batchelor Institute of Indigenous Tertiary Education,2010,5,10,30,6,51,109,160,62.5,66.67,66.67,54.55,64.56,66.46,65.84,8,15,45,11,79,164,243,2.06,4.12,12.35,2.47,21,44.86,34.16,
grid.431331.7,,NT,Batchelor Institute of Indigenous Tertiary Education,2011,,11,26,6,43,90,133,#DIV/0!,78.57,68.42,75,71.67,71.43,71.51,,14,38,8,60,126,186,0,5.91,13.98,3.23,23.12,48.39,28.49,
grid.431331.7,,NT,Batchelor Institute of Indigenous Tertiary Education,2012,,6,9,,15,68,83,0,100,56.25,#DIV/0!,62.5,68,66.94,2,6,16,,24,100,124,0,4.84,7.26,0,12.1,54.84,33.06,
grid.431331.7,,NT,Batchelor Institute of Indigenous Tertiary Education,2013,2,9,21,4,36,34,70,100,100,80.77,100,87.8,91.89,89.74,2,9,26,4,41,37,78,2.56,11.54,26.92,5.13,46.15,43.59,10.26,
grid.431331.7,,NT,Batchelor Institute of Indigenous Tertiary Education,2014,3,9,20,3,35,25,60,50,100,80,100,81.4,86.21,83.33,6,9,25,3,43,29,72,4.17,12.5,27.78,4.17,48.62,34.72,16.67,
grid.431331.7,,NT,Batchelor Institute of Indigenous Tertiary Education,2015,,6,12,,18,23,41,0,75,75,#DIV/0!,69.23,85.19,77.36,2,8,16,,26,27,53,0,11.32,22.64,0,33.96,43.4,22.64,
grid.431331.7,,NT,Batchelor Institute of Indigenous Tertiary Education,2016,,5,10,,15,16,31,#DIV/0!,100,66.67,#DIV/0!,75,69.57,72.09,,5,15,,20,23,43,0,11.63,23.26,0,34.89,37.21,27.91,
grid.431331.7,,NT,Batchelor Institute of Indigenous Tertiary Education,2017,3,6,6,,15,11,26,50,100,60,#DIV/0!,68.18,100,78.79,6,6,10,,22,11,33,9.09,18.18,18.18,0,45.45,33.33,21.21,
grid.431331.7,,NT,Batchelor Institute of Indigenous Tertiary Education,2018,,,11,,11,14,25,0,#DIV/0!,78.57,#DIV/0!,52.38,82.35,65.79,7,,14,,21,17,38,0,0,28.95,0,28.95,36.84,34.21,
grid.1033.1,,QLD,Bond University,2007,27,35,10,58,130,214,344,25,50,62.5,61.05,44.98,74.31,59.62,108,70,16,95,289,288,577,4.68,6.07,1.73,10.05,22.53,37.09,40.38,
grid.1033.1,,QLD,Bond University,2008,23,44,,48,115,213,328,26.74,46.32,0,63.16,44.06,74.48,59.96,86,95,4,76,261,286,547,4.2,8.04,0,8.78,21.02,38.94,40.04,
grid.1033.1,,QLD,Bond University,2009,28,60,,35,123,268,391,28.28,51.72,0,60.34,44.4,71.09,59.79,99,116,4,58,277,377,654,4.28,9.17,0,5.35,18.8,40.98,40.21,
grid.1033.1,,QLD,Bond University,2010,47,7,45,36,135,287,422,31.97,35,64.29,63.16,45.92,70.86,60.37,147,20,70,57,294,405,699,6.72,1,6.44,5.15,19.31,41.06,39.63,
grid.1033.1,,QLD,Bond University,2011,51,17,41,37,146,317,463,32.69,51.52,63.08,59.68,46.2,70.29,60.37,156,33,65,62,316,451,767,6.65,2.22,5.35,4.82,19.04,41.33,39.63,
grid.1033.1,,QLD,Bond University,2012,49,18,40,35,142,328,470,30.43,52.94,60.61,56.45,43.96,69.79,59.27,161,34,66,62,323,470,793,6.18,2.27,5.04,4.41,17.9,41.36,40.73,
grid.1033.1,,QLD,Bond University,2013,40,18,44,34,136,293,429,27.97,60,65.67,56.67,45.33,71.29,60.34,143,30,67,60,300,411,711,5.63,2.53,6.19,4.78,19.13,41.21,39.66,
grid.1033.1,,QLD,Bond University,2014,41,13,50,19,123,262,385,33.88,50,65.79,47.5,46.77,68.77,59.78,121,26,76,40,263,381,644,6.37,2.02,7.76,2.95,19.1,40.68,40.22,
grid.1033.1,,QLD,Bond University,2015,47,16,53,20,136,287,423,37.9,57.14,68.83,44.44,49.64,71.04,62.39,124,28,77,45,274,404,678,6.93,2.36,7.82,2.95,20.06,42.33,37.61,
grid.1033.1,,QLD,Bond University,2016,47,19,42,28,136,297,433,38.84,61.29,62.69,48.28,49.1,69.72,61.59,121,31,67,58,277,426,703,6.69,2.7,5.97,3.98,19.34,42.25,38.41,
grid.1033.1,,QLD,Bond University,2017,49,22,44,30,145,311,456,38.28,55,63.77,55.56,49.83,69.73,61.87,128,40,69,54,291,446,737,6.65,2.99,5.97,4.07,19.68,42.2,38.13,
grid.1033.1,,QLD,Bond University,2018,46,23,42,37,148,320,468,36.51,56.1,67.74,56.06,50.17,70.33,62.4,126,41,62,66,295,455,750,6.13,3.07,5.6,4.93,19.73,42.67,37.6,
grid.1023.0,RUN,QLD,CQUniversity,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.1023.0,RUN,QLD,CQUniversity,2001,10,26,59,48,143,461,604,20.83,23.64,47.97,61.54,39.83,65.11,56.61,48,110,123,78,359,708,"1,067",0.94,2.44,5.53,4.5,13.41,43.21,43.39,
grid.1023.0,RUN,QLD,CQUniversity,2002,10,34,54,44,142,509,651,18.87,29.57,43.2,61.11,38.9,65.51,57.01,53,115,125,72,365,777,"1,142",0.88,2.98,4.73,3.85,12.44,44.57,42.99,
grid.1023.0,RUN,QLD,CQUniversity,2003,10,36,64,36,146,589,735,15.63,29.51,43.54,52.94,36.41,67.24,57.56,64,122,147,68,401,876,"1,277",0.78,2.82,5.01,2.82,11.43,46.12,42.44,
grid.1023.0,RUN,QLD,CQUniversity,2004,11,42,77,31,161,553,714,17.74,37.84,47.53,53.45,40.97,66.55,58.33,62,111,162,58,393,831,"1,224",0.9,3.43,6.29,2.53,13.15,45.18,41.67,
grid.1023.0,RUN,QLD,CQUniversity,2005,9,35,86,40,170,555,725,14.52,31.53,54.09,58.82,42.5,68.01,59.62,62,111,159,68,400,816,"1,216",0.74,2.88,7.07,3.29,13.98,45.64,40.38,
grid.1023.0,RUN,QLD,CQUniversity,2006,13,42,94,39,188,533,721,17.57,37.17,54.97,62.9,44.76,66.79,59.2,74,113,171,62,420,798,"1,218",1.07,3.45,7.72,3.2,15.44,43.76,40.8,
grid.1023.0,RUN,QLD,CQUniversity,2007,18,39,102,32,191,524,715,21.95,36.79,54.26,58.18,44.32,66.16,58.46,82,106,188,55,431,792,"1,223",1.47,3.19,8.34,2.62,15.62,42.85,41.54,
grid.1023.0,RUN,QLD,CQUniversity,2008,14,30,101,30,175,449,624,21.54,32.26,57.06,65.22,45.93,66.22,58.92,65,93,177,46,381,678,"1,059",1.32,2.83,9.54,2.83,16.52,42.4,41.08,
grid.1023.0,RUN,QLD,CQUniversity,2009,14,30,90,33,167,435,602,22.58,34.09,53.25,70.21,45.63,66.21,58.85,62,88,169,47,366,657,"1,023",1.37,2.93,8.8,3.23,16.33,42.52,41.15,
grid.1023.0,RUN,QLD,CQUniversity,2010,20,27,97,30,174,486,660,28.99,31.76,54.19,53.57,44.73,69.43,60.61,69,85,179,56,389,700,"1,089",1.84,2.48,8.91,2.75,15.98,44.63,39.39,
grid.1023.0,RUN,QLD,CQUniversity,2011,23,45,92,32,192,466,658,25.56,40.54,54.76,54.24,44.86,70.61,60.48,90,111,168,59,428,660,"1,088",2.11,4.14,8.46,2.94,17.65,42.83,39.52,
grid.1023.0,RUN,QLD,CQUniversity,2012,32,53,87,34,206,484,690,29.09,40.77,54.38,64.15,45.47,70.25,60.42,110,130,160,53,453,689,"1,142",2.8,4.64,7.62,2.98,18.04,42.38,39.58,
grid.1023.0,RUN,QLD,CQUniversity,2013,29,60,92,38,219,494,713,31.52,46.51,59.74,70.37,51.05,70.88,63.32,92,129,154,54,429,697,"1,126",2.58,5.33,8.17,3.37,19.45,43.87,36.68,
grid.1023.0,RUN,QLD,CQUniversity,2014,29,60,101,46,236,472,708,29.59,48,57.71,68.66,50.75,71.95,63.16,98,125,175,67,465,656,"1,121",2.59,5.35,9.01,4.1,21.05,42.11,36.84,
grid.1023.0,RUN,QLD,CQUniversity,2015,41,69,105,39,254,574,828,38.68,50.36,56.45,70.91,52.48,71.75,64.49,106,137,186,55,484,800,"1,284",3.19,5.37,8.18,3.04,19.78,44.7,35.51,
grid.1023.0,RUN,QLD,CQUniversity,2016,43,83,125,61,312,648,960,40.57,50,59.81,75.31,55.52,72.89,66.16,106,166,209,81,562,889,"1,451",2.96,5.72,8.61,4.2,21.49,44.66,33.84,
grid.1023.0,RUN,QLD,CQUniversity,2017,51,88,142,70,351,699,"1,050",39.84,49.16,60.17,75.27,55.19,73.19,66,128,179,236,93,636,955,"1,591",3.21,5.53,8.93,4.4,22.07,43.93,34,
grid.1023.0,RUN,QLD,CQUniversity,2018,61,98,155,67,381,742,"1,123",42.66,52.41,56.99,79.76,55.54,72.82,65.87,143,187,272,84,686,"1,019","1,705",3.58,5.75,9.09,3.93,22.35,43.52,34.13,
grid.1043.6,RUN,QLD,Charles Darwin University,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.1043.6,IRU,NT,Charles Darwin University,2001,4,13,36,23,76,220,296,14.81,31.71,51.43,50,41.3,67.69,58.15,27,41,70,46,184,325,509,0.79,2.55,7.07,4.52,14.93,43.22,41.85,
grid.1043.6,IRU,NT,Charles Darwin University,2002,3,14,47,23,87,254,341,11.11,29.17,53.41,50,41.63,70.17,59.72,27,48,88,46,209,362,571,0.53,2.45,8.23,4.03,15.24,44.48,40.28,
grid.1043.6,IRU,NT,Charles Darwin University,2003,3,16,37,24,80,210,290,13.64,40,53.62,63.16,47.34,69.54,61.57,22,40,69,38,169,302,471,0.64,3.4,7.86,5.1,17,44.59,38.43,
grid.1043.6,IRU,NT,Charles Darwin University,2004,9,22,51,20,102,222,324,31.03,44,56.04,52.63,49.04,71.38,62.43,29,50,91,38,208,311,519,1.73,4.24,9.83,3.85,19.65,42.77,37.57,
grid.1043.6,IRU,NT,Charles Darwin University,2005,11,15,48,27,101,226,327,33.33,26.79,55.17,67.5,46.76,68.48,59.89,33,56,87,40,216,330,546,2.01,2.75,8.79,4.95,18.5,41.39,40.11,
grid.1043.6,IRU,NT,Charles Darwin University,2006,16,15,53,34,118,272,390,35.56,30.61,54.64,60.71,47.77,64.92,58.56,45,49,97,56,247,419,666,2.4,2.25,7.96,5.11,17.72,40.84,41.44,
grid.1043.6,IRU,NT,Charles Darwin University,2007,22,29,53,36,140,318,458,37.29,44.62,55.79,58.06,49.82,66.95,60.58,59,65,95,62,281,475,756,2.91,3.84,7.01,4.76,18.52,42.06,39.42,
grid.1043.6,IRU,NT,Charles Darwin University,2008,20,20,64,49,153,280,433,34.48,33.9,65.98,64.47,52.76,67.31,61.33,58,59,97,76,290,416,706,2.83,2.83,9.07,6.94,21.67,39.66,38.67,
grid.1043.6,IRU,NT,Charles Darwin University,2009,16,22,65,38,141,290,431,30.77,37.29,65.66,59.38,51.46,66.67,60.79,52,59,99,64,274,435,709,2.26,3.1,9.17,5.36,19.89,40.9,39.21,
grid.1043.6,IRU,NT,Charles Darwin University,2010,14,25,64,31,134,313,447,28,40.98,57.14,56.36,48.2,65.07,58.89,50,61,112,55,278,481,759,1.84,3.29,8.43,4.08,17.64,41.24,41.11,
grid.1043.6,IRU,NT,Charles Darwin University,2011,21,26,66,22,135,307,442,34.43,43.33,60.55,57.89,50.37,64.23,59.25,61,60,109,38,268,478,746,2.82,3.49,8.85,2.95,18.11,41.15,40.75,
grid.1043.6,IRU,NT,Charles Darwin University,2012,21,36,65,15,137,317,454,38.89,52.17,61.32,44.12,52.09,64.04,59.89,54,69,106,34,263,495,758,2.77,4.75,8.58,1.98,18.08,41.82,40.11,
grid.1043.6,IRU,NT,Charles Darwin University,2013,18,37,71,27,153,334,487,32.14,58.73,62.28,56.25,54.45,65.11,61.34,56,63,114,48,281,513,794,2.27,4.66,8.94,3.4,19.27,42.07,38.66,
grid.1043.6,IRU,NT,Charles Darwin University,2014,19,36,80,37,172,336,508,32.2,49.32,64.52,56.92,53.58,62.69,59.28,59,73,124,65,321,536,857,2.22,4.2,9.33,4.32,20.07,39.21,40.72,
grid.1043.6,IRU,NT,Charles Darwin University,2015,19,46,75,34,174,356,530,28.36,61.33,59.06,66.67,54.38,64.85,60.99,67,75,127,51,320,549,869,2.19,5.29,8.63,3.91,20.02,40.97,39.01,
grid.1043.6,IRU,NT,Charles Darwin University,2016,20,41,81,35,177,348,525,30.3,55.41,60.9,74.47,55.31,63.62,60.55,66,74,133,47,320,547,867,2.31,4.73,9.34,4.04,20.42,40.14,39.45,
grid.1043.6,IRU,NT,Charles Darwin University,2017,25,43,79,25,172,357,529,33.33,57.33,61.24,69.44,54.6,62.52,59.71,75,75,129,36,315,571,886,2.82,4.85,8.92,2.82,19.41,40.29,40.29,
grid.1043.6,IRU,NT,Charles Darwin University,2018,21,41,91,33,186,343,529,28.38,52.56,64.08,80.49,55.52,63.87,60.67,74,78,142,41,335,537,872,2.41,4.7,10.44,3.78,21.33,39.33,39.33,
grid.1037.5,,NSW,Charles Sturt University,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.1037.5,,NSW,Charles Sturt University,2001,8,38,122,35,203,618,821,11.11,27.94,39.74,57.38,35.24,63.13,52.8,72,136,307,61,576,979,"1,555",0.51,2.44,7.85,2.25,13.05,39.74,47.2,
